latitude,longitude,weather_code,temperature_2m,rain,snowfall,cloud_cover,city_id
45.41117,-75.69812,0,14.4,0.0,0.0,0,2
40.71427,-74.00597,0,19.6,0.0,0.0,0,1
48.85341,2.3488,0,16.3,0.0,0.0,0,4
35.6895,139.69171,0,30.8,0.0,0.0,10,3
37.77493,-122.41942,0,12.7,0.0,0.0,8,5
