latitude,longitude,time,weather_code,rain,temperature_2m,cloud_cover,city_id
48.85341,2.3488,2025-07-07T07:00,3,0.0,15.2,96,4
48.85341,2.3488,2025-07-07T08:00,3,0.0,15.4,100,4
48.85341,2.3488,2025-07-07T09:00,3,0.0,16.0,100,4
48.85341,2.3488,2025-07-07T10:00,3,0.0,16.5,100,4
48.85341,2.3488,2025-07-07T11:00,3,0.0,17.1,100,4
48.85341,2.3488,2025-07-07T12:00,3,0.0,17.8,100,4
48.85341,2.3488,2025-07-07T13:00,3,0.0,18.6,98,4
48.85341,2.3488,2025-07-07T14:00,3,0.0,19.5,95,4
48.85341,2.3488,2025-07-07T15:00,3,0.0,20.2,93,4
48.85341,2.3488,2025-07-07T16:00,2,0.0,20.8,88,4
48.85341,2.3488,2025-07-07T17:00,2,0.0,21.2,82,4
48.85341,2.3488,2025-07-07T18:00,2,0.0,21.3,77,4
48.85341,2.3488,2025-07-07T19:00,0,0.0,21.0,57,4
48.85341,2.3488,2025-07-07T20:00,0,0.0,20.4,37,4
48.85341,2.3488,2025-07-07T21:00,0,0.0,19.7,17,4
48.85341,2.3488,2025-07-07T22:00,2,0.0,18.9,31,4
48.85341,2.3488,2025-07-07T23:00,2,0.0,17.9,45,4
48.85341,2.3488,2025-07-08T00:00,2,0.0,17.1,59,4
48.85341,2.3488,2025-07-08T01:00,2,0.0,16.3,57,4
48.85341,2.3488,2025-07-08T02:00,2,0.0,15.7,56,4
48.85341,2.3488,2025-07-08T03:00,2,0.0,15.0,54,4
48.85341,2.3488,2025-07-08T04:00,0,0.0,14.3,36,4
48.85341,2.3488,2025-07-08T05:00,0,0.0,13.7,18,4
48.85341,2.3488,2025-07-08T06:00,0,0.0,13.3,0,4
48.85341,2.3488,2025-07-08T07:00,1,0.0,13.2,10,4
48.85341,2.3488,2025-07-08T08:00,1,0.0,13.4,20,4
48.85341,2.3488,2025-07-08T09:00,1,0.0,14.2,30,4
48.85341,2.3488,2025-07-08T10:00,0,0.0,16.1,26,4
48.85341,2.3488,2025-07-08T11:00,0,0.0,18.6,21,4
48.85341,2.3488,2025-07-08T12:00,0,0.0,20.7,17,4
48.85341,2.3488,2025-07-08T13:00,3,0.0,22.1,38,4
48.85341,2.3488,2025-07-08T14:00,3,0.0,23.0,60,4
48.85341,2.3488,2025-07-08T15:00,3,0.0,23.7,81,4
48.85341,2.3488,2025-07-08T16:00,1,0.0,24.3,69,4
48.85341,2.3488,2025-07-08T17:00,1,0.0,24.5,58,4
48.85341,2.3488,2025-07-08T18:00,1,0.0,24.6,46,4
48.85341,2.3488,2025-07-08T19:00,2,0.0,24.6,41,4
48.85341,2.3488,2025-07-08T20:00,2,0.0,24.3,37,4
48.85341,2.3488,2025-07-08T21:00,2,0.0,23.6,32,4
48.85341,2.3488,2025-07-08T22:00,0,0.0,22.2,21,4
48.85341,2.3488,2025-07-08T23:00,0,0.0,20.3,11,4
